project,description,version,developers,url,year,licenses,license urls,dependency
Android Support Library core utils,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2011,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.legacy:legacy-support-core-utils:1.0.0
Android Support Library Cursor Adapter,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.cursoradapter:cursoradapter:1.0.0
Android Support Library Custom View,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.customview:customview:1.0.0
Android Support Library Custom View,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.swiperefreshlayout:swiperefreshlayout:1.0.0
Android Support Library Document File,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.documentfile:documentfile:1.0.0
Android Support Library Drawer Layout,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.drawerlayout:drawerlayout:1.0.0
Android Support Library fragment,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.2.5,The Android Open Source Project,https://developer.android.com/jetpack/androidx,2011,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.fragment:fragment:1.2.5
Android Support Library Interpolators,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.interpolator:interpolator:1.0.0
Android Support Library loader,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2011,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.loader:loader:1.0.0
Android Support Library Local Broadcast Manager,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.localbroadcastmanager:localbroadcastmanager:1.0.0
Android Support Library Print,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.print:print:1.0.0
Android Support Library Sliding Pane Layout,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.slidingpanelayout:slidingpanelayout:1.0.0
Android Support Library View Pager,The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs. Compatible on devices running API 14 or later.,1.0.0,The Android Open Source Project,http://developer.android.com/tools/extras/support-library.html,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.viewpager:viewpager:1.0.0
Android Support RecyclerView,Android Support RecyclerView,1.2.0-beta01,The Android Open Source Project,https://developer.android.com/jetpack/androidx/releases/recyclerview#1.2.0-beta01,2014,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.recyclerview:recyclerview:1.2.0-beta01
Android Support SQLite - Framework Implementation,The implementation of Support SQLite library using the framework code.,2.1.0,The Android Open Source Project,https://developer.android.com/topic/libraries/architecture/index.html,2017,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.sqlite:sqlite-framework:2.1.0
Android Support VectorDrawable,Android Support VectorDrawable,1.1.0,The Android Open Source Project,https://developer.android.com/jetpack/androidx,2015,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.vectordrawable:vectordrawable:1.1.0
android-maps-utils,Handy extensions to the Google Maps Android API.,2.2.0,Google Inc.,https://github.com/googlemaps/android-maps-utils,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.maps.android:android-maps-utils:2.2.0
Animal Sniffer Annotations,null,1.18,null,null,null,MIT license,http://www.opensource.org/licenses/mit-license.php,org.codehaus.mojo:animal-sniffer-annotations:1.18
Checker Qual,Checker Qual is the set of annotations (qualifiers) and supporting classes
        used by the Checker Framework to type check Java source code.  Please
        see artifact:
        org.checkerframework:checker,2.5.5,"Michael Ernst,Werner M. Dietl,Suzanne Millstein",https://checkerframework.org,null,"GNU General Public License, version 2 (GPL2), with the classpath exception,The MIT License","http://www.gnu.org/software/classpath/license.html,http://opensource.org/licenses/MIT",org.checkerframework:checker-compat-qual:2.5.5
Converter: Gson,A Retrofit Converter which uses Gson for serialization.,2.9.0,Square, Inc.,https://github.com/square/retrofit,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.squareup.retrofit2:converter-gson:2.9.0
Core Kotlin Extensions,Kotlin extensions for 'core' artifact,1.5.0-beta01,The Android Open Source Project,https://developer.android.com/jetpack/androidx/releases/core#1.5.0-beta01,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.core:core-ktx:1.5.0-beta01
Dagger,A fast dependency injector for Android and Java.,2.31.2,null,https://github.com/google/dagger,null,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,com.google.dagger:dagger:2.31.2
Dagger Lint Rules AAR Distribution,A fast dependency injector for Android and Java.,2.31.2,null,https://github.com/google/dagger,null,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,com.google.dagger:dagger-lint-aar:2.31.2
error-prone annotations,null,2.3.4,null,null,null,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.errorprone:error_prone_annotations:2.3.4
Experimental annotation,Java annotation for use on unstable Android API surfaces. When used in conjunction with the Experimental annotation lint checks, this annotation provides functional parity with Kotlin's Experimental annotation.,1.1.0-beta01,The Android Open Source Project,https://developer.android.com/jetpack/androidx/releases/annotation#1.1.0-beta01,2019,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.annotation:annotation-experimental:1.1.0-beta01
FindBugs-jsr305,JSR305 Annotations for Findbugs,3.0.2,null,http://findbugs.sourceforge.net/,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.code.findbugs:jsr305:3.0.2
firebase-auth,null,20.0.1,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-auth:20.0.1
firebase-auth-interop,null,19.0.0,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-auth-interop:19.0.0
firebase-auth-ktx,null,20.0.1,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-auth-ktx:20.0.1
firebase-common,null,19.4.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-common:19.4.0
firebase-common-ktx,null,19.4.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-common-ktx:19.4.0
firebase-components,null,16.0.1,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-components:16.0.1
firebase-database-collection,null,17.0.1,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-database-collection:17.0.1
firebase-datatransport,null,17.0.3,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-datatransport:17.0.3
firebase-encoders-json,null,16.0.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-encoders-json:16.0.0
firebase-firestore,null,22.0.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-firestore:22.0.0
firebase-firestore-ktx,null,22.0.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-firestore-ktx:22.0.0
firebase-iid,null,21.0.0,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-iid:21.0.0
firebase-iid-interop,null,17.0.0,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-iid-interop:17.0.0
firebase-installations,null,16.3.3,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-installations:16.3.3
firebase-installations-interop,null,16.0.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-installations-interop:16.0.0
firebase-measurement-connector,null,18.0.0,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-measurement-connector:18.0.0
firebase-messaging,null,21.0.0,null,null,null,Android Software Development Kit License,https://developer.android.com/studio/terms.html,com.google.firebase:firebase-messaging:21.0.0
firebase-storage,null,19.2.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-storage:19.2.0
firebase-storage-ktx,null,19.2.0,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.firebase:firebase-storage-ktx:19.2.0
Google Android Annotations Library,A library jar that provides annotations for the Google Android Platform.,4.1.1.4,The Android Open Source Projects,http://source.android.com/,2008,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0,com.google.android:annotations:4.1.1.4
Gson,null,2.8.6,null,null,null,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.code.gson:gson:2.8.6
Guava InternalFutureFailureAccess and InternalFutures,Contains
    com.google.common.util.concurrent.internal.InternalFutureFailureAccess and
    InternalFutures. Most users will never need to use this artifact. Its
    classes is conceptually a part of Guava, but they're in this separate
    artifact so that Android libraries can use them without pulling in all of
    Guava (just as they can use ListenableFuture by depending on the
    listenablefuture artifact).,1.0.1,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.guava:failureaccess:1.0.1
Guava ListenableFuture only,An empty artifact that Guava depends on to signal that it is providing
    ListenableFuture -- but is also available in a second "version" that
    contains com.google.common.util.concurrent.ListenableFuture class, without
    any other Guava classes. The idea is:

    - If users want only ListenableFuture, they depend on listenablefuture-1.0.

    - If users want all of Guava, they depend on guava, which, as of Guava
    27.0, depends on
    listenablefuture-9999.0-empty-to-avoid-conflict-with-guava. The 9999.0-...
    version number is enough for some build systems (notably, Gradle) to select
    that empty artifact over the "real" listenablefuture-1.0 -- avoiding a
    conflict with the copy of ListenableFuture in guava itself. If users are
    using an older version of Guava or a build system other than Gradle, they
    may see class conflicts. If so, they can solve them by manually excluding
    the listenablefuture artifact or manually forcing their build systems to
    use 9999.0-....,9999.0-empty-to-avoid-conflict-with-guava,null,null,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava
Guava: Google Core Libraries for Java,Guava is a suite of core and expanded libraries that include
    utility classes, google's collections, io classes, and much
    much more.,28.1-android,null,null,null,Apache License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.guava:guava:28.1-android
Hilt Android,A fast dependency injector for Android and Java.,2.31.2-alpha,null,https://github.com/google/dagger,null,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,com.google.dagger:hilt-android:2.31.2-alpha
Hilt Core,A fast dependency injector for Android and Java.,2.31.2-alpha,null,https://github.com/google/dagger,null,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,com.google.dagger:hilt-core:2.31.2-alpha
IntelliJ IDEA Annotations,A set of annotations used for code inspection support and code documentation.,13.0,JetBrains Team,http://www.jetbrains.org,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains:annotations:13.0
io.grpc:grpc-android,gRPC: Android,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-android:1.28.0
io.grpc:grpc-api,gRPC: API,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-api:1.28.0
io.grpc:grpc-context,gRPC: Context,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-context:1.28.0
io.grpc:grpc-core,gRPC: Core,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-core:1.28.0
io.grpc:grpc-okhttp,gRPC: OkHttp,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-okhttp:1.28.0
io.grpc:grpc-protobuf-lite,gRPC: Protobuf Lite,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-protobuf-lite:1.28.0
io.grpc:grpc-stub,gRPC: Stub,1.28.0,gRPC Contributors,https://github.com/grpc/grpc-java,null,Apache 2.0,https://opensource.org/licenses/Apache-2.0,io.grpc:grpc-stub:1.28.0
J2ObjC Annotations,A set of annotations that provide additional information to the J2ObjC
    translator to modify the result of translation.,1.3,null,https://github.com/google/j2objc/,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.google.j2objc:j2objc-annotations:1.3
javax.inject,The javax.inject API,1,null,http://code.google.com/p/atinject/,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,javax.inject:javax.inject:1
Kotlin Stdlib,Kotlin Standard Library for JVM,1.4.30,Kotlin Team,https://kotlinlang.org/,null,The Apache License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib:1.4.30
Kotlin Stdlib Common,Kotlin Common Standard Library,1.4.30,Kotlin Team,https://kotlinlang.org/,null,The Apache License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common:1.4.30
Kotlin Stdlib Jdk7,Kotlin Standard Library JDK 7 extension,1.4.30,Kotlin Team,https://kotlinlang.org/,null,The Apache License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.4.30
kotlinx-coroutines-android,Coroutines support libraries for Kotlin,1.4.2,JetBrains Team,https://github.com/Kotlin/kotlinx.coroutines,null,The Apache Software License, Version 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlinx:kotlinx-coroutines-android:1.4.2
kotlinx-coroutines-core,Coroutines support libraries for Kotlin,1.4.2,JetBrains Team,https://github.com/Kotlin/kotlinx.coroutines,null,The Apache Software License, Version 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.4.2
kotlinx-coroutines-play-services,Coroutines support libraries for Kotlin,1.4.2,JetBrains Team,https://github.com/Kotlin/kotlinx.coroutines,null,The Apache Software License, Version 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlinx:kotlinx-coroutines-play-services:1.4.2
LiveData Core Kotlin Extensions,Kotlin extensions for 'livedata-core' artifact,2.2.0,The Android Open Source Project,https://developer.android.com/jetpack/androidx,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.lifecycle:lifecycle-livedata-core-ktx:2.2.0
LiveData Kotlin Extensions,Kotlin extensions for 'livedata' artifact,2.2.0,The Android Open Source Project,https://developer.android.com/jetpack/androidx,2018,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,androidx.lifecycle:lifecycle-livedata-ktx:2.2.0
OkHttp,null,2.7.5,null,null,null,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.squareup.okhttp:okhttp:2.7.5
okhttp,Square’s meticulous HTTP client for Java and Kotlin.,4.9.0,Square, Inc.,https://square.github.io/okhttp/,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.squareup.okhttp3:okhttp:4.9.0
okhttp-logging-interceptor,Square’s meticulous HTTP client for Java and Kotlin.,4.9.0,Square, Inc.,https://square.github.io/okhttp/,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.squareup.okhttp3:logging-interceptor:4.9.0
Okio,A modern I/O API for Java,2.8.0,Square, Inc.,https://github.com/square/okio/,null,The Apache Software License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,com.squareup.okio:okio:2.8.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8,Kotlin Standard Library JDK 8 extension,1.4.10,Kotlin Team,https://kotlinlang.org/,null,The Apache License, Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.10
